,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,id
264,4YYODVaWvNDvqsYiQtJJrM,Chris Malinchak,So Good To Me (Remixes),So Good to Me - Radio Edit,56,158677,False,0.716,0.465,11,-12.776,1,0.0377,0.166,0.0171,0.147,0.416,120.988,4,disco,264
265,6Qq8lIoV6gHc77GSjacOHP,AA Apres-Ski!,Apres-Ski Lawine 2010,Er hat ein knallrotes Gummiboot,29,208946,False,0.779,0.98,4,-4.86,1,0.0429,0.166,0.0,0.338,0.891,129.996,4,disco,265
266,69wR9ENpuj1npsPreDRfdZ,Die Cappuccinos,Krasse Zeit,Fühlst du denn nicht,34,192345,False,0.669,0.882,0,-3.444,1,0.059,0.136,0.0,0.216,0.95,97.99,4,disco,266
267,35ME0Y7EEMKJ4nSM4SPhAX,Satin Jackets,Hidden Treasures EP,Levante,57,193397,False,0.55,0.484,5,-11.533,1,0.0277,0.00382,0.946,0.272,0.136,102.001,4,disco,267
268,7q8xVdmpBJHNOA6pZq1Hhw,Rampa;WhoMadeWho,They Will EP,Tell Me Are We,50,413314,False,0.62,0.863,6,-8.327,1,0.0377,0.00158,0.705,0.113,0.1,121.995,4,disco,268
269,2ymeY2I2cSkHgocqMJm4Bs,George Bruns,Walt Disney Records The Legacy Collection: The Aristocats,Paris Night,19,175720,False,0.244,0.0239,8,-27.871,1,0.0407,0.963,0.402,0.123,0.0503,133.998,4,disney,269
270,1ymvyDsiAUbzEhmSkfCSYh,Billy Eichner;Seth Rogen;JD McCrary;Childish Gambino,The Lion King (Original Motion Picture Soundtrack),Hakuna Matata,58,251520,False,0.53,0.584,0,-11.891,1,0.218,0.274,0.0,0.158,0.575,81.854,4,disney,270
271,1cFRjE0dmspRsPmIIVVjmp,Cameron's Bedtime Classics,Lullaby Duets,Alphabet Song,19,87197,False,0.686,0.196,0,-15.67,1,0.0424,0.907,0.899,0.116,0.39,106.144,4,disney,271
272,2EPDjGmxLyouIfSRRji5q5,Samuel E. Wright,The Little Mermaid 2,Octopus's Garden,24,169040,False,0.475,0.65,1,-9.15,0,0.0613,0.113,0.0,0.12,0.816,185.601,4,disney,272
273,3vrOgqQwPV0EkxuWkxz3kO,Grzegorz Markowski;Ryszard Sygitowicz,Markowski/Sygitowicz,To - Radio Edit,22,190106,False,0.529,0.429,0,-6.766,1,0.0281,0.0575,2.66e-05,0.103,0.191,94.983,4,disney,273
274,0HT6xI2MTQ7qk4yNA1IZUd,Auli'i Cravalho,Disney Summer Songs,"How Far I'll Go - From ""Moana""/Soundtrack Version",66,163386,False,0.537,0.307,4,-10.967,1,0.0545,0.649,0.0,0.177,0.114,83.632,4,disney,274
275,6N3rHjan7k0JfUaUbyKCT7,Michal Rosinski;Maciej Stuhr,Disney Najwieksze Przeboje (4 Vol.),"Un Poco Loco - z filmu ""Coco""",19,113213,False,0.601,0.519,2,-9.97,1,0.11,0.552,1.41e-06,0.188,0.598,63.214,4,disney,275
276,7dQXgel3kvaeZgPYWS2JzL,Emilian Kaminski;Chor Chlopiecy Towarzystwa Spiewaczego,Pan Kleks W Kosmosie,Dyscyplina,20,137426,False,0.834,0.688,0,-9.127,1,0.111,0.161,0.0,0.196,0.973,122.512,4,disney,276
277,6rRuG3E12B4azISq3s8mfO,Laus Høybye,"Børnehits 1 - TV, Film & Radio Hits","Krummes Sang (Fra filmen ""Krummerne"")",30,181520,False,0.836,0.691,4,-4.169,1,0.0298,0.279,0.0,0.334,0.928,114.74,4,disney,277
278,0t3m8rwQ9kuxpmt109Mxxk,Germaine Franco,Encanto (Originele Nederlandstalige Soundtrack),Vragen bij het ontbijt,19,85866,False,0.497,0.102,7,-23.235,1,0.0536,0.891,0.75,0.0947,0.12,127.724,4,disney,278
279,5vs6NMakhnZQ6uEeGoLuUF,Hugh Hardie;Kyan,Hospital: We Are 18,Tearing Me Apart,16,378407,False,0.535,0.959,10,-2.891,0,0.0609,6.11e-05,0.746,0.061,0.579,173.975,4,drum-and-bass,279
280,6E10dBqkO7foId8HIhtQEr,Danny Byrd;TIMES x TWO,Atomic Funk,Money Calling Me,22,248978,False,0.531,0.892,2,-4.682,0,0.0485,0.00177,0.43,0.291,0.719,173.989,4,drum-and-bass,280
281,18EcR5oRBNKqKqX9qxpcKC,Chase & Status;Popcaan;IRAH,What Came Before,Censor (feat. Popcaan & IRAH),54,216093,True,0.511,0.96,5,-3.214,1,0.395,0.00444,0.000121,0.133,0.307,175.076,4,drum-and-bass,281
282,0f3xfyBAJe3vtQvyMFYlRq,BCee;Charlotte Haining,Life as We Know It,History,17,290742,False,0.591,0.901,10,-4.578,0,0.0406,0.1,0.338,0.0749,0.55,87.486,4,drum-and-bass,282
283,5nnuUCywXAfV5giJrNe2hd,Logistics,Polyphony,No Hurry Time,18,364045,False,0.485,0.963,10,-3.696,1,0.0549,0.00131,0.826,0.339,0.423,174.047,4,drum-and-bass,283
284,6ppDxOHyZT1dvnIBp3UY7N,Noisia;The Outsiders,The Resonance IV,Sinkhole - The Outsiders Remix,28,267906,False,0.493,0.739,8,-2.681,1,0.127,0.082,0.139,0.472,0.148,114.473,5,drum-and-bass,284
285,4dENAhxnEarHtJ1DEWkm5i,Dom & Roland,The Big Bang,Flux,18,337333,False,0.29,0.878,4,-4.28,1,0.0511,3.12e-05,0.801,0.0554,0.0348,174.055,4,drum-and-bass,285
286,5KzwKE51pZ3CYLnoLryXk8,Camo & Krooked,Red Bull Symphonic,Honesty - Red Bull Symphonic,20,252449,False,0.419,0.761,8,-6.458,0,0.0357,0.0135,0.0478,0.631,0.104,87.385,4,drum-and-bass,286
287,4qZxOTl7mhZNxGmRKv0Xqd,Shapeshifter,Rituals,Embers,18,280176,False,0.498,0.813,7,-6.178,1,0.0706,0.0046,0.553,0.284,0.39,171.998,4,drum-and-bass,287
288,4S2l4FIQ2A2CRg3QvJaQtx,UN-CUT,Soul and Horns,MIDNIGHT,16,255266,False,0.435,0.764,0,-5.899,0,0.0627,0.0348,2.36e-05,0.2,0.762,174.97,4,drum-and-bass,288
289,4OpPtBlAU2ayk7rS0SyxlM,Borgore;Sikdope,Unicorn Zombie Apocalypse,Unicorn Zombie Apocalypse,51,277500,False,0.676,0.885,1,-2.946,1,0.0658,0.00425,0.861,0.0519,0.185,128.04,4,dub,289
290,3gTdlh2IezE21hKWEJPFVv,Horace Andy,Serious Times,Cool It Down - Dub Version,28,263453,False,0.773,0.528,4,-10.862,0,0.0631,0.00541,0.152,0.0862,0.697,79.747,4,dub,290
291,6sSLJLXWPEDjRqQila8j19,Delroy Wilson,Reggae Anthology: The Definitive Collection of Federal Records (1964-1982),I'm Still Waiting,27,240493,False,0.718,0.679,7,-4.91,1,0.0469,0.382,0.00145,0.0863,0.695,84.675,4,dub,291
292,6KbKnkWLN2w3a9mj7JAkrL,Mark Broom,PINK II,Klub Tool - Original Mix,0,306952,False,0.788,0.767,11,-9.829,0,0.0584,0.000318,0.939,0.106,0.134,135.006,4,dub,292
293,7K0pKyU2oYG8TJHXXyEHGy,Krewella,New World Pt. 1,Be There,41,198822,False,0.583,0.722,6,-4.478,1,0.0322,0.093,9.03e-06,0.359,0.272,145.026,4,dub,293
294,58KsAFSLDNb4lKcINxB8WH,Zeds Dead,Somewhere Else,Bustamove,28,168091,False,0.762,0.859,2,-3.503,0,0.0449,0.131,0.395,0.89,0.689,126.012,4,dub,294
295,30MdAjBfVTvBCS3vID38At,Ray Volpe,Laserbeam,Laserbeam,57,221600,False,0.573,0.978,1,-1.009,1,0.0883,0.000685,0.0621,0.169,0.0816,149.978,4,dub,295
296,3VI92dLoR7zgCl5oa07lAs,Groundation,The Next Generation,Vanity,27,227000,False,0.607,0.664,6,-5.954,0,0.032,0.013,0.00972,0.164,0.482,89.174,4,dub,296
297,0BW2kb7IHdH2QnWwvXqeqe,The Architect;L'Entourloop;Skarra Mucci,Foundations,Dreader Than Dread,54,184218,False,0.759,0.668,10,-6.31,0,0.228,0.0809,0.0,0.586,0.32,95.113,4,dub,297
298,3EgC9peIAOtKROIHsRqVVZ,Robert John Ardiff,Between the Bed and Room,People Talking,39,236075,False,0.56,0.269,0,-11.886,1,0.0351,0.811,0.0,0.166,0.172,128.652,4,dub,298
299,0gsPInjPU6qsGGdLnpgTHD,Danny Olson;yetep;Easae,Melting (feat. EASAE),Melting (feat. EASAE),42,270800,False,0.159,0.589,9,-6.176,1,0.0599,0.0708,0.00191,0.106,0.152,74.92,4,dubstep,299
300,3pwJQTKjONgSx82kFvMm3m,William Black;RUNN,Pages,Miss It,33,198400,False,0.553,0.722,0,-4.971,0,0.0394,0.0515,0.0,0.114,0.267,150.063,4,dubstep,300
301,7KhPHo1KWoA7AMOedW5Pw1,Excision;Space Laces,Apex,Rumble,43,282834,False,0.312,0.892,4,-2.529,1,0.0666,0.000209,0.809,0.101,0.033,112.639,3,dubstep,301
302,43HrWjjYGP8kXqjThk618V,Kill The Noise;MOELLE,Don't Look Back,Don't Look Back,44,238400,False,0.494,0.964,3,-2.346,1,0.0819,0.0354,0.0121,0.175,0.27,149.973,4,dubstep,302
303,30PysXbn5cVodLBPGV2FWb,Krewella;Nucleya;MOTi,"zer0 (The Remixes, Pt. 1)",Good On You - MOTi Remix,38,156190,False,0.533,0.8,6,-4.665,0,0.0773,0.00341,0.0,0.514,0.271,126.026,4,dubstep,303
304,04amRUbvDaUMmE9U4Vs48E,Said The Sky;Yuppycult;Electra Mustaine,Wide-Eyed,Just Us,49,162944,False,0.748,0.581,7,-4.541,1,0.0663,0.194,0.0,0.0982,0.33,108.932,4,dubstep,304
305,317KO2y39CAzDjpP8djR0k,Oski,DIABOLICAL,CAKE SHAKE,48,156000,False,0.652,0.969,1,0.074,1,0.333,0.00211,0.00252,0.337,0.361,89.914,4,dubstep,305
306,3DWH2ElS137GfWMzGcXVp2,Said The Sky;ILLENIUM;Blanke;Chelsea Cutler,Walk Me Home (Blanke Remix),Walk Me Home - Blanke Remix,45,303882,False,0.474,0.803,8,-3.183,0,0.0808,0.0918,0.0,0.244,0.24,170.004,3,dubstep,306
307,2lygbmCHLojLwqkS7QRP1t,HALIENE,Saving Light (Acoustic),Saving Light - Acoustic,36,200387,False,0.348,0.364,4,-9.648,0,0.0333,0.52,0.0,0.103,0.13,130.061,4,dubstep,307
308,5ZAUiOlYURVJEJ5ktV03v5,Culture Code;Karra,Make Me Move,Make Me Move,61,197052,False,0.537,0.65,8,-4.665,0,0.0415,0.215,0.000122,0.1,0.358,95.056,4,dubstep,308
309,6Pgkp4qUoTmJIPn7ReaGxL,Avicii;Sandro Cavazza,AVĪCI (01),Without You (feat. Sandro Cavazza),78,181672,True,0.662,0.858,2,-4.844,1,0.0428,0.00163,0.0,0.0456,0.295,133.993,4,edm,309
310,5tAa8Uaqr4VvA3693mbIhU,Zara Larsson,Ruin My Life,Ruin My Life,67,190931,True,0.665,0.699,11,-5.265,1,0.0578,0.423,0.0,0.0969,0.585,124.896,4,edm,310
311,3zU9rdflI65tK4dkkNSp77,Alesso;Tove Lo,Forever,Heroes (we could be),72,210013,False,0.503,0.748,5,-4.124,1,0.0619,0.0305,0.0,0.343,0.356,125.896,4,edm,311
312,3dsyqPDiWYYilRZNBxgxHE,DJ Snake,Carte Blanche,Magenta Riddim,63,194490,False,0.602,0.892,10,-3.66,0,0.0672,0.000393,0.813,0.304,0.57,102.047,4,edm,312
313,2fVHrSxsQbJUuj9MW9zG1e,The Chainsmokers;5 Seconds of Summer,World War Joy,Who Do You Love,72,226733,True,0.51,0.846,3,-4.595,1,0.0461,0.0101,0.0,0.208,0.475,139.927,4,edm,313
314,7tUToegtVh5dodpcqaYrHo,Clarx;Harddope,Castle,Castle,55,158181,False,0.672,0.759,8,-7.761,1,0.0266,0.0826,0.00225,0.19,0.217,110.005,4,edm,314
315,7y3c1oJMY1CwwtOZ84Qovu,Regard;Years & Years,Hallucination,Hallucination,74,174794,True,0.687,0.788,6,-5.142,0,0.0352,0.0121,0.0,0.358,0.669,123.02,4,edm,315
316,10P1Cy36hugYDFTZPCE9Bk,Avicii,pov: it's 2019,Heaven,0,277261,False,0.592,0.873,9,-5.65,1,0.0275,0.0723,0.00986,0.142,0.515,122.015,4,edm,316
317,6ImEBuxsbuTowuHmg3Z2FO,Mabel,High Expectations,Mad Love,66,169813,False,0.623,0.796,0,-2.981,0,0.199,0.659,0.0,0.115,0.607,197.524,4,edm,317
318,0wfbD5rAksdXUzRvMfM3x5,The Chainsmokers,Memories...Do Not Open,The One,59,177573,True,0.76,0.303,2,-11.362,1,0.0284,0.238,8.09e-06,0.294,0.15,99.991,4,edm,318
319,5ZESanTyKmIOXBu7se7z6U,Sak Noel;Salvi;Franklin Dam,Tocame,Tocame,61,157500,False,0.865,0.607,2,-8.039,0,0.0535,0.217,0.879,0.0571,0.0869,127.998,4,electro,319
320,4R8BdwRidxAWaYyFNU00P1,Ruelle,Up In Flames,War Of Hearts,71,226216,False,0.479,0.781,9,-6.344,0,0.124,0.221,0.55,0.0964,0.258,147.961,3,electro,320
321,4ZTTUAjJCd4NMZmIU7RB4c,Alesso;Liam Payne,Midnight (feat. Liam Payne),Midnight (feat. Liam Payne),65,220140,False,0.587,0.648,11,-6.927,0,0.0439,0.0561,0.0,0.115,0.281,144.028,4,electro,321
322,77JnuzkgDssvr8Q5GQ39Eh,Cali Y El Dandee;Danna Paola,Verano en Junio,Nada,0,174026,False,0.684,0.808,0,-2.737,1,0.061,0.0518,1.02e-05,0.0858,0.712,173.905,4,electro,322
323,1RGasjWLZ4qMN7wbtkLa3u,Billie Eilish,dont smile at me,my boy,74,170852,False,0.692,0.394,11,-8.745,0,0.207,0.472,0.000191,0.117,0.324,89.936,4,electro,323
324,4LTOBcEV9JgJM7TGAkKmxx,Alessia Cara,Holiday Favorites 2022,Make It To Christmas,0,211013,False,0.535,0.522,2,-7.87,1,0.0363,0.131,0.0,0.438,0.305,77.054,4,electro,324
325,77JnuzkgDssvr8Q5GQ39Eh,Cali Y El Dandee;Danna Paola,Verano en Junio,Nada,0,174026,False,0.684,0.808,0,-2.737,1,0.061,0.0518,1.02e-05,0.0858,0.712,173.905,4,electro,325
326,15og0pCEcTFWEXOFKdcJlU,Ellie Goulding;Juice WRLD,Brightest Blue,Hate Me,69,188066,False,0.64,0.789,8,-4.891,1,0.0644,0.0875,0.0,0.147,0.762,75.018,4,electro,326
327,4HVRP4l0lOnq0Lexs7EmBu,Galantis,Brandneu Dance,1x1,0,139435,False,0.887,0.863,2,-4.2,1,0.0697,0.0176,0.0594,0.288,0.517,120.028,4,electro,327
328,5KJaEu2ZMIt9FMvofqUgmg,Billie Eilish,Отново на училище,bad guy,1,194087,False,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,4,electro,328
329,65vIdly0XpD4XLjXLBWEAu,Prabh Deep,Fly,Fly,32,242580,False,0.677,0.265,2,-15.615,0,0.134,0.935,0.0709,0.116,0.493,93.115,4,electronic,329
330,4ygRdvjxDYngbgddCtXDjT,Nouvelle Vague;Camille,Nouvelle vague,In a Manner of Speaking,61,238000,False,0.805,0.337,6,-12.664,1,0.0363,0.755,0.00783,0.11,0.643,119.98,4,electronic,330
331,6xyI1uGdIPNQFNJYPjhzlQ,Kerala Dust,Closer,Closer,49,501067,False,0.839,0.469,7,-13.45,1,0.128,0.056,0.51,0.225,0.0629,107.979,4,electronic,331
332,73j6yG11PZTwXkuIhjYG6T,Miranda!,El Disco de Tu Corazón,Hasta Hoy,40,201720,True,0.734,0.526,2,-6.597,1,0.0377,0.693,0.0,0.119,0.529,95.054,4,electronic,332
333,7CIY89KeZPfZkcL75okQcA,Miranda!,El Templo del Pop,Tu Juego,34,241466,True,0.792,0.801,0,-5.219,1,0.042,0.0309,3.51e-05,0.0459,0.934,122.979,4,electronic,333
334,4EweZdJGV0nKkuhBO5jJoO,Juicy M;Willy Van Florence;Amyss,Pump This,Pump This,62,161484,False,0.73,0.935,11,-8.25,1,0.0615,0.0124,0.754,0.366,0.491,128.013,4,electronic,334
335,0wOx3pICvsNIwobd0XnUxb,Snavs;Fabian Mazur,Anthem,Anthem,50,135600,False,0.45,0.96,9,-5.479,1,0.687,0.00317,0.000708,0.13,0.159,149.685,4,electronic,335
336,4g2ptqGnnzVU9E743Q3r1H,Atour;Ashkan Kagan;Hiphopologist,Nabz,Nabz,45,166153,True,0.746,0.618,2,-7.736,1,0.328,0.123,0.0,0.112,0.567,143.145,4,electronic,336
337,5g2zTEnrgZQa9MInAahB3h,Valdes,Una Vez Más,Otra Vez,34,244689,False,0.677,0.537,8,-6.273,1,0.0368,0.297,0.000437,0.0863,0.373,74.001,4,electronic,337
338,7CuXB3Dr61IvDFEWfqG3sE,Jan Blomqvist;Elena Pitoulis,More,More,62,216699,False,0.709,0.528,0,-11.127,0,0.0407,0.0458,0.896,0.128,0.113,124.027,4,electronic,338
339,56TOfxnRzSRbFRw8J6C4IT,Josh A;iamjakehill,Better off Dead,Suicidal Thoughts,69,181727,True,0.372,0.656,1,-6.086,1,0.0776,0.217,0.0,0.418,0.15,140.171,4,emo,339
340,2DLrgv7HhJanCuD8L9uJLR,RADWIMPS,Your Name.,Zenzenzense - movie ver.,64,285880,False,0.321,0.906,11,-3.967,1,0.141,0.000439,0.0,0.0862,0.641,189.776,4,emo,340
341,571md1FedFYFaYUMUktYaF,FACE,ЮМОРИСТ (Original Motion Picture Soundtrack),ЮМОРИСТ - Original Motion Picture Soundtrack,57,143376,True,0.842,0.7,9,-7.567,1,0.294,0.058,7.54e-06,0.48,0.846,153.969,4,emo,341
342,0bo1p4mHN913d1MgixiHLo,For Revenge;Wira Nagara,Get Closer with For Revenge,Perayaan Patah Hati,36,292250,False,0.586,0.405,4,-14.292,0,0.079,0.451,1.93e-05,0.196,0.263,119.794,4,emo,342
343,6CV34A2xO8SOZw4RqSSUOe,PVRIS,You and I,You and I,24,270000,False,0.521,0.827,10,-7.225,0,0.0514,0.0412,0.0235,0.0999,0.411,101.99,4,emo,343
344,2ooF4088y5L72c4YTEJQoB,XXXTENTACION,Revenge,YuNg BrAtZ,76,101851,True,0.755,0.695,9,-5.963,1,0.26,0.0179,0.0,0.107,0.493,128.063,4,emo,344
345,4rhr8LgQoPtWkQaXVPSNOO,XXXTENTACION,Bad Vibes Forever,numb the pain,60,82470,True,0.683,0.0759,11,-10.567,0,0.032,0.902,0.0,0.089,0.74,93.186,4,emo,345
346,2CXF3c5KrBsXZygtyQJtq9,iamjakehill,Wake Up,Wake Up,54,158316,True,0.775,0.658,2,-5.119,1,0.175,0.0988,0.0,0.111,0.325,139.978,4,emo,346
347,3F3bEnE5mney9PyuFU7LS8,THRILL PILL,Миллионы,Миллионы,51,128800,True,0.647,0.655,10,-8.031,0,0.148,0.108,2.84e-05,0.393,0.619,150.138,4,emo,347
348,500rrRPwBWD2slEEljcha2,XXXTENTACION,? (Deluxe),SAD!,47,166605,True,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,4,emo,348
349,7iQmjnDXYngWGsbjVnDc1U,Gregory Alan Isakov,The Weatherman,Amsterdam,67,198640,False,0.553,0.429,3,-12.51,1,0.0283,0.921,0.135,0.115,0.532,152.047,3,folk,349
350,4aYMKMpoKrFBgo3TTIYT2Z,Payung Teduh;Orkes Panawijen,Diam,Diam,44,247000,False,0.73,0.396,0,-7.382,1,0.0277,0.657,0.000447,0.297,0.681,89.98,4,folk,350
351,7uYQELhe7g6QLIzZDOlhbW,Yoke Lore,Goodpain,Beige,74,204208,False,0.434,0.677,10,-7.535,1,0.119,0.384,0.0684,0.119,0.218,167.923,4,folk,351
352,4K58TCl6cXgby5ZFP4Aggw,Garrett Kato,Be,Be,64,149694,False,0.658,0.423,11,-8.796,0,0.113,0.757,0.0,0.105,0.279,80.018,4,folk,352
353,7tNIL53zRMumsAC19iCdrp,Los Roller's,El Último Beso,Un Soñador,42,212580,False,0.671,0.535,1,-7.335,1,0.0469,0.591,0.000114,0.216,0.847,80.002,4,folk,353
354,6HSXNV0b4M4cLJ7ljgVVeh,Bob Dylan,Pat Garrett & Billy The Kid (Soundtrack From The Motion Picture),Knockin' On Heaven's Door,73,149880,False,0.513,0.396,7,-13.061,1,0.0299,0.251,0.177,0.11,0.229,140.208,4,folk,354
355,0xZNtGobZ3wnDeGoFPwN2N,Kailash Kher,1920,Tujhe Main Pyar Karu,41,307478,False,0.556,0.597,11,-6.364,0,0.0366,0.342,0.0,0.141,0.331,96.99,4,folk,355
356,2yxX3D2lhl2BYASh1NvKPl,Nosstress,"Perspektif Bodoh, Vol. 1",Smoking Kills,43,282070,False,0.699,0.605,0,-6.109,1,0.0271,0.302,0.000347,0.227,0.675,125.02,4,folk,356
357,3tbGJmb4ZiD6CKbkJbwyKH,The Monkees,Christmas Time,Unwrap You at Christmas,0,212080,False,0.671,0.801,10,-3.366,1,0.0322,0.247,0.0,0.328,0.473,127.994,4,folk,357
358,1up0F8kK6mgObzqWi9Myom,Steve Earle,Finest Country,Jerusalem,0,236186,False,0.445,0.776,2,-4.492,1,0.0346,0.00252,0.0074,0.0981,0.403,118.379,4,folk,358
359,4DFaWZmhW3gUCv9ouoaj1K,Nivaldo Marques,Morena Com o Corpo Bronzeado,Morena Com o Corpo Bronzeado,40,138335,False,0.876,0.725,8,-5.749,1,0.0682,0.614,8.94e-06,0.0659,0.901,125.979,4,forro,359
360,3KkUHYxuE6opdXCxoKh8wH,Washington Brasileiro,Bora,Bora,41,191425,False,0.801,0.955,10,-3.037,0,0.0449,0.213,0.0,0.336,0.876,110.899,4,forro,360
361,4VWlZb7Xiq1Im9Abzhe9fp,Humberto & Ronaldo,Saudade Véia (Ao Vivo),Saudade Véia - Ao Vivo,57,160682,False,0.633,0.877,1,-5.182,1,0.0526,0.335,0.0,0.128,0.913,162.032,4,forro,361
362,7roMRtGTOeWIcvYS9IfMFo,Dorgival Dantas;Flávio José,"Minha Música, Nossa História",Passei a Noite no Forró - Ao Vivo,41,248576,False,0.644,0.912,0,-3.348,1,0.05,0.318,0.0,0.888,0.764,153.059,4,forro,362
363,1dPedzqigh21ktQ4y8tBmP,Bonde do Forró,"É Amor Demais, Vol. 3",Tô Fazendo Falta,44,192000,False,0.6,0.898,2,-4.509,1,0.0433,0.334,2.49e-06,0.224,0.95,182.082,4,forro,363
364,7xnZ2xPq9cfjWreJnvyBPI,Israel Novaes;MC Teteu,Convite (Ao Vivo),Convite - Ao Vivo,41,189427,False,0.761,0.874,9,-3.525,0,0.0372,0.197,0.0,0.383,0.934,123.956,4,forro,364
365,4yhJHhXYQz7uVT2ZmgS6oF,Irmão Lázaro,Meu Mestre,Meu Mestre - studio,42,321813,False,0.685,0.415,2,-8.135,1,0.0283,0.714,0.0,0.113,0.396,135.877,4,forro,365
366,1qyv5mmcjAhnlNE7sc5isG,Léo Magalhães,"A Culpa é Sua, Vol.7",A Culpa É Sua,46,214266,False,0.592,0.707,4,-4.592,1,0.0305,0.575,0.0,0.146,0.704,148.082,4,forro,366
367,3zof5D5OzxFubf8XivV17Q,Banda Magníficos,Magníficos Different,O Encanto,38,238553,False,0.488,0.634,9,-4.311,1,0.0287,0.205,0.0,0.314,0.439,91.989,4,forro,367
368,0o6lcPso94JOf4F56xsRgv,Catuaba Com Amendoim,O Tesão do Forró,Parabéns Meu Amor,37,188400,False,0.742,0.806,7,-8.974,1,0.051,0.134,0.0,0.0945,0.883,119.697,4,forro,368
369,2Y4CWtO7CFJiEmif4LQ9U4,Ben Mazué,Paradis (réédition),Quand je marche,37,233506,False,0.511,0.593,0,-9.512,1,0.437,0.579,5.41e-05,0.101,0.19,76.842,4,french,369
370,12LOYGBr0T0IqyuhEILYFh,NTO,La clé des champs,La clé des champs,59,416000,False,0.461,0.526,6,-10.668,1,0.0506,0.00142,0.861,0.108,0.0401,120.011,4,french,370
371,4WAFGB14LqG3LHsi1GlSwB,Georgio;S.Pri Noir,Ciel enflammé - Sacré,Full Moon,35,178051,True,0.669,0.569,10,-7.458,1,0.146,0.703,0.0,0.237,0.387,149.922,4,french,371
372,1OOeO3v4M8JJoHINVKU051,Renaud,Marchand de cailloux,500 connards sur la ligne de départ,33,223733,False,0.513,0.83,7,-10.741,1,0.0426,0.699,0.0,0.363,0.923,161.961,4,french,372
373,3gfAE4VFqH3VC9J5JO9YIH,Raspigaous,Haut & fort,7 milliards et des poussières,31,349526,False,0.804,0.594,1,-6.87,0,0.0932,0.258,7.11e-06,0.163,0.829,154.944,4,french,373
374,3TVUW7bJJWDOonkVCZxfLV,Beendo Z,L'Élu,Pas bête,76,143525,True,0.734,0.532,7,-9.038,0,0.102,0.361,0.0,0.105,0.491,138.043,4,french,374
375,18MlLrfCkYOnKutil99GwY,NTO,Alter Ego,Alter Ego,52,444878,False,0.716,0.534,6,-9.327,1,0.0531,0.00729,0.74,0.0682,0.271,123.003,4,french,375
376,3uJSlXVVZvIz7mqp4ujysy,La Rue Kétanou,Los Pájaros,Los Pájaros,30,268482,False,0.638,0.65,5,-7.266,1,0.0337,0.813,0.00764,0.21,0.904,88.945,4,french,376
377,2qQCE84dnNwA7pJ62OsVda,KIKESA,PUZZLE,Bandana mauve,34,224028,False,0.773,0.626,8,-6.382,1,0.126,0.0315,0.0,0.0969,0.814,140.976,4,french,377
378,7fuJkTGGi5L2mWgjHNRk8v,Nicolas Peyrac,Fait beau chez toi,Le boulevard où tu m'attends,32,172146,False,0.364,0.378,2,-12.305,1,0.0396,0.891,6.68e-05,0.286,0.523,98.819,3,french,378
379,5J2SxIkVuMQq05ypE9Lnqt,Mc IG,Pela Marginal,Pela Marginal,47,220625,False,0.524,0.579,8,-5.204,1,0.0871,0.549,0.0,0.173,0.489,96.06,4,funk,379
380,4wrBDkZ0ntiBdu7hpHSuAG,Marvin Gaye;Salaam Remi,Soul Christmas Greatest Hits,I Want To Come Home For Christmas - SaLaAM ReMi Remix,0,299829,False,0.288,0.675,6,-4.514,0,0.0577,0.0741,0.0,0.527,0.337,179.475,3,funk,380
381,2nzcCTMFltVxHz0LU4A3HH,Dj Victor;Kyan;KayBlack;Mc Kelvinho;Mc IG,Pretos No Topo,Pretos No Topo,45,394666,False,0.836,0.442,6,-5.679,0,0.552,0.407,0.0,0.0815,0.39,119.894,5,funk,381
382,5sJCZacFx35j9g7lAaYTmg,DJ Jeeh FDC;MC Meno Dani;MC Ryan GF;Yuri Redicopa,Subi De Cargo,Subi De Cargo,4,180922,True,0.95,0.807,1,-0.09,0,0.242,0.365,0.0,0.0577,0.877,130.054,4,funk,382
383,0JynGGQr2yrglBpvlUiLyO,DENNIS;Jorge,O (IM)POSSÍVEL - PARTE 1 [Ao Vivo],Eu Amo Todas - Ao Vivo,42,164358,False,0.483,0.754,10,-4.728,1,0.166,0.377,0.0,0.287,0.51,87.991,3,funk,383
384,4KkwCCRdEwNn72wIARkcRm,Anitta;Missy Elliott,"#Multiverse, If the Multiverse Is Real",Lobby,0,157837,False,0.759,0.711,0,-5.199,1,0.0384,0.0477,1.19e-06,0.143,0.436,111.902,4,funk,384
385,6DcxN9jzax8WgSl39XtTfx,MV Bill,Traficando Informação,Soldado do Morro,47,412395,False,0.68,0.585,3,-5.989,0,0.331,0.168,0.0,0.248,0.541,78.078,4,funk,385
386,1boxHk4U8Tb31lu1BNfMS8,MC GP;Mc Ruzika;Dj Victor,Ponto A,Ponto A,42,177981,False,0.76,0.258,2,-8.212,0,0.485,0.651,0.0,0.0952,0.529,111.913,5,funk,386
387,5axys0aO71B1dZDfnrxHvy,Red Hot Chili Peppers,Return of the Dream Canteen,Carry Me Home,61,253494,False,0.481,0.715,11,-7.14,1,0.0661,0.023,0.00213,0.181,0.222,131.452,3,funk,387
